popularity,budget,title,cast,director,keywords,genres,companies,score
0.254744,9000000,Nil by Mouth,Ray Winstone|Kathy Burke|Charlie Creed-Miles|Laila Morse|Edna DorÃ©,Gary Oldman,violent husband|underclass|class|drug scene|addiction,Drama,SE8 Group,6.4
0.254231,0,Mean Guns,Christopher Lambert|Ice-T|Michael Halsey|Deborah Van Valkenburgh|Tina Cote,Tom Karnowski|Sazzy Lee Calhoun|Albert Pyun,will to survive|organized crime,Action|Adventure|Crime|Thriller,,6.0
0.251819,0,The Wings of the Dove,Helena Bonham Carter|Alison Elliott|Elizabeth McGovern|Alex Jennings|Charlotte Rampling,Iain Softley,independent film|british high society|privileged life,Drama|Romance,Miramax Films,6.3
0.249917,0,The Brave,Marlon Brando|Marshall Bell|Johnny Depp|Elpidia Carrillo|Clarence Williams III,Johnny Depp,trailer park|indian|socially deprived family|dying and death|teacher,Drama,,6.0
0.245162,35000000,Midnight in the Garden of Good and Evil,John Cusack|Kevin Spacey|Jude Law|Alison Eastwood|Jack Thompson,Clint Eastwood,drag queen|voodoo|savannah,Crime|Drama|Mystery|Thriller,Warner Bros.|Malpaso Company,6.4
0.24382,0,12 Angry Men,Courtney B. Vance|Ossie Davis|George C. Scott|Armin Mueller-Stahl|Dorian Harewood,William Friedkin,judge|jurors|death penalty|evidence|right and justice,Crime|Drama,MGM Television,7.5
0.238058,0,Fever Pitch,Colin Firth|Ruth Gemmell|Mark Strong|Holly Aird|Ken Stott,David Evans,london|relationship problems|sport|arsenal london|jogging,Comedy|Romance,Scala Productions|Wildgaze Films,6.0
0.23585,0,A Simple Wish,Martin Short|Kathleen Turner|Mara Wilson|Robert Pastorelli|Deborah Odell,Michael Ritchie,magic|wish|kid|fairy godmother,Action|Adventure|Comedy|Family|Fantasy,Universal Pictures|The Bubble Factory,5.8
0.229634,53000000,Gone Fishin',Joe Pesci|Danny Glover|Rosanna Arquette|Lynn Whitfield|Willie Nelson,Christopher Cain,sea|boat|fishing|rogue,Comedy|Family,Caravan Pictures|Hollywood Pictures|Roger Birnbaum Productions,5.2
0.225904,0,The 6th Man,Marlon Wayans|Kadeem Hardison|David Paymer|Saundra McClain|Harold Sylvester,Randall Miller,college|basketball|dying man,Fantasy|Drama|Comedy|Science Fiction,Touchstone Pictures,4.4
0.223151,22000000,An American Werewolf in Paris,Tom Everett Scott|Julie Delpy|Vince Vieluf|Julie Bowen|Phil Buckman,Anthony Waller,paris|meat|cowardliness|animal horror,Horror|Comedy,Hollywood Pictures|Cometstone Pictures,5.3
0.22136,36000000,Amistad,Morgan Freeman|Nigel Hawthorne|Anthony Hopkins|Djimon Hounsou|Matthew McConaughey,Steven Spielberg,cuba|mutiny|slavery|sentence|historical figure,Drama|History|Mystery,DreamWorks,6.6
0.216137,15000000,Trojan War,Will Friedle|Jennifer Love Hewitt|Marley Shelton|Danny Masterson|Jason Marsden,George Huang,alcohol|sex|robbery|condom|party,Comedy,Daybreak Pictures|Warner Bros.,5.5
0.214637,6000000,Affliction,Nick Nolte|James Coburn|Sissy Spacek|Willem Dafoe|Brigid Tierney,Paul Schrader,,Drama,Lions Gate Films,5.0
0.212272,30000000,Rosewood,Ving Rhames|Jon Voight|Don Cheadle|Michael Rooker|Bruce McGill,John Singleton,racial segregation,Drama|History,New Deal Productions|Warner Bros.|Peters Entertainment,6.0
0.21055,73000000,The Lost World: Jurassic Park,Jeff Goldblum|Julianne Moore|Pete Postlethwaite|Richard Attenborough|Vince Vaughn,Steven Spielberg,exotic island|dna|paleontology|tyrannosaurus rex|velociraptor,Adventure|Action|Science Fiction,Universal Pictures|Amblin Entertainment,6.1
0.206863,37000000,Switchback,Dennis Quaid|Danny Glover|R. Lee Ermey|Claudia Stedelin|Brent Hinkley,Jeb Stuart,loss of son|serial killer|train,Action|Adventure|Mystery|Thriller,Paramount Pictures|Pacific Western|Rysher Entertainment,5.7
0.118453,0,B.A.P.S.,Halle Berry|Martin Landau|Ian Richardson|Natalie Desselle|Troy Beyer,Robert Townsend,burglar|restaurant|millionaire|guilt|irreverence,Action|Comedy,New Line Cinema|Island Pictures,3.4
0.195606,0,"O Que Ã‰ Isso, Companheiro?",Alan Arkin|Fernanda Torres|Pedro Cardoso|Luiz Fernando GuimarÃ£es|ClÃ¡udia Abreu,Bruno Barreto,assassination|brazilian|ambassador|freedom|drama,Action|Drama|Foreign|History|Thriller,Miramax Films|Columbia TriStar,7.1
0.192264,0,Booty Call,Jamie Foxx|Tommy Davidson|Vivica A. Fox|Tamala Jones|Amy Monique Waddell,Jeff Pollack,date|sexuality|blind date|friendship|romantic comedy,Comedy,Columbia Pictures,5.6
0.179786,0,Gang Related,Jim Belushi|Tupac Shakur|Lela Rochon|Dennis Quaid|James Earl Jones,Jim Kouf,detective|surgeon|stripper|profanity|murder,Action|Drama,Orion Pictures|Kouf/Bigelow Productions,6.4
0.171007,18000000,She's So Lovely,Sean Penn|Robin Wright|John Travolta|James Gandolfini|Harry Dean Stanton,Nick Cassavetes,independent film,Drama|Romance|Thriller,Miramax Films,5.1
0.17021,0,Tower of Terror,Steve Guttenberg|Kirsten Dunst|Nia Peeples|Michael McShane|Amzie Strickland,D.J. MacHale,hotel|halloween|hollywood|elevator,Thriller|Comedy|Family|Horror,Walt Disney Television,5.8
0.168542,0,Doodlebug,Jeremy Theobald,Christopher Nolan,student movie|bug,Fantasy|Mystery,,6.5
0.276219,16000000,RocketMan,Harland Williams|Jessica Lundy|William Sadler|Beau Bridges|Jeffrey DeMunn,Stuart Gillard,astronaut|chimpanzee,Comedy|Family|Science Fiction,Walt Disney Pictures|Caravan Pictures,5.2
0.287643,1300000,Gummo,Jacob Sewell|Darby Dougherty|ChloÃ« Sevigny|James Lawhorn|Linda Manz,Harmony Korine,independent film,Drama,Fine Line Features|Independent Pictures (II),6.6
0.158203,4000000,La vÃ©ritÃ© si je mens !,Richard Anconina|Vincent Elbaz|Richard Bohringer|JosÃ© Garcia|Amira Casar,Thomas Gilou,,Comedy,France 2 CinÃ©ma|Orly Films|M6 Films|Les Productions Jacques Roitfeld|Canal+,6.4
0.156333,0,Cinderella,Brandy Norwood|Whitney Houston|Whoopi Goldberg|Bernadette Peters|Jason Alexander,Robert Iscove,cinderella|musical|rodgers & hammerstei,Family|Fantasy|Music|Romance|Science Fiction,Walt Disney Television|Citadel Entertainment|Storyline Entertainment|BrownHouse Productions,5.2
0.15255,0,Wild America,Jonathan Taylor Thomas|Scott Bairstow|Devon Sawa|Frances Fisher|Danny Glover,William Dear,animal|naturalist,Family,Morgan Creek Productions,6.2
0.066135,0,Hugo Pool,Alyssa Milano|Mark Boone Junior|Malcolm McDowell|Sean Penn|Robert Downey Jr.,Robert Downey Sr.,dancing|victim|love|independent film|pool cleaner,Comedy|Romance,Nomadic Pictures|BMG Independents,4.9
0.148905,0,Trekkies,Denise Crosby|Barbara Adams|Majel Barrett|James Doohan|DeForest Kelley,Roger Nygard,pop culture|fan culture|documentary|science fiction|space opera,Documentary,,5.3
0.148761,0,McHale's Navy,Tom Arnold|Dean Stockwell|Debra Messing|David Alan Grier|Bruce Campbell,Bryan Spicer,terror|exotic island|terrorist|us navy|base,Action|Comedy|Romance,Universal Pictures|The Bubble Factory|Sheinberg Productions,4.7
0.147816,0,Kull the Conqueror,Kevin Sorbo|Tia Carrere|Thomas Ian Griffith|Litefoot|Roy Brocksmith,John Nicolella,sword|planetary configuration|sword fight|fate,Adventure|Fantasy|Action|Science Fiction,Universal Pictures|Korsala Productions|Raffaella De Laurentiis Productions,5.7
0.143658,0,Toothless,Kirstie Alley|Dale Midkiff|Ross Malinger|Lynn Redgrave|Eileen Brennan,Melanie Mayron,afterlife|tooth fairy|dentist|woman director,Fantasy|Comedy|Romance,Walt Disney Television|American Broadcasting Company (ABC)|Mandeville Films,5.5
0.143585,0,Leave it to Beaver,Christopher McDonald|Janine Turner|Cameron Finley|Erik von Detten|Adam Zolotin,Andy Cadiff,kids and family|based on tv series,Adventure|Comedy|Drama|Family,Universal Pictures,5.7
0.133487,0,Inventing the Abbotts,Joaquin Phoenix|Liv Tyler|Jennifer Connelly|Billy Crudup|Joanna Going,Pat O'Connor,new love|siblings|dysfunctional marriage|working class|wrong side of the tracks,Drama|Romance,Fox 2000 Pictures,6.5
0.132178,0,Good Burger,Kel Mitchell|Kenan Thompson|Sinbad|Abe Vigoda|Shar Jackson,Brian Robbins,competition|fast food restaurant|job,Comedy|Family,Paramount Pictures|Nickelodeon Movies,5.2
0.32427,0,The Brave Little Toaster to the Rescue,,,,Animation|Comedy|Family,,7.0
0.076214,0,Soul Food,Vivica A. Fox|Nia Long|Michael Beach|Mekhi Phifer|Brandon Hammond,"George Tillman, Jr.",sister|family relationships|unity,Comedy|Drama,Fox 2000 Pictures|Edmonds Entertainment Group (EEG),6.7
0.065672,786675,The Castle,Michael Caton|Anne Tenney|Stephen Curry|Anthony Simcoe|Sophie Lee,Rob Sitch,underdog|airport|court case|australian|family history,Drama|Comedy,Working Dog|Village Roadshow Entertainment,7.0
0.064556,0,Twin Town,Rhys Ifans|Dougray Scott|LlÅ·r Ifans|Dorien Thomas|Ronnie Williams,Kevin Allen,,Comedy|Drama,Figment Films|Aimimage Productions|Polygram Filmed Entertainment|Agenda,5.6
0.059172,0,Didier,Jean-Pierre Bacri|Alain Chabat|Isabelle GÃ©linas|Lionel Abelanski|Caroline Cellier,Alain Chabat,sport,Comedy,Renn Productions|TF1 Films Production|Canal+|Chez Wam|Katharina,5.6
0.041454,0,Jack Frost,Scott MacDonald|Christopher Allport|Stephen Mendel|F. William Parker|Shannon Elizabeth,Michael Cooney,snowman|serial killer,Fantasy|Horror|Comedy,Moonstone Entertainment,6.0
0.139139,0,Le Pari,Didier Bourdon|Bernard Campan|Isabelle Ferron|Isabel Otero|HÃ©lÃ¨ne SurgÃ¨re,Didier Bourdon|Bernard Campan,smoking|cigarette,Comedy,Renn Productions|TF1 Films Production,6.1
0.022145,0,Henry Fool,Thomas Jay Ryan|James Urbaniak|Parker Posey|Maria Porter|James Saito,Hal Hartley,alcohol|politics|murder|fame|money,Comedy|Drama,Shooting Gallery|True Fiction Pictures,6.9
0.077201,0,Les Randonneurs,Philippe Harel|Vincent Elbaz|GÃ©raldine Pailhas|Karin Viard|BenoÃ®t Poelvoorde,Philippe Harel,,Drama|Romance|Foreign,,4.9
6.112766,150000000,Frozen,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Santino Fontana,Chris Buck|Jennifer Lee,queen|musical|princess|betrayal|snowman,Animation|Adventure|Family,Walt Disney Pictures|Walt Disney Animation Studios,7.5
5.242753,105000000,Gravity,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma,Alfonso CuarÃ³n,space mission|space|astronaut|trapped in space|3d,Science Fiction|Thriller|Drama,Warner Bros.|Heyday Films|Esperanto Filmoj,7.4
5.1119,170000000,Thor: The Dark World,Chris Hemsworth|Natalie Portman|Tom Hiddleston|Anthony Hopkins|Christopher Eccleston,Alan Taylor,marvel comic|comic|superhero|hostile takeover|norse mythology,Action|Adventure|Fantasy,Marvel Studios,6.8
4.946136,200000000,Iron Man 3,Robert Downey Jr.|Gwyneth Paltrow|Guy Pearce|Don Cheadle|Ben Kingsley,Shane Black,terrorist|war on terror|tennessee|malibu|marvel comic,Action|Adventure|Science Fiction,Marvel Studios,6.9
4.942928,75000000,Now You See Me,Jesse Eisenberg|Mark Ruffalo|Woody Harrelson|MÃ©lanie Laurent|Isla Fisher,Louis Leterrier,paris|bank|secret|fbi|vault,Thriller|Crime,Summit Entertainment|K/O Paper Products|SOIXAN7E QUIN5E|See Me Louisiana,7.3
4.921275,130000000,The Hunger Games: Catching Fire,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks,Francis Lawrence,based on novel|mentor|secret|factory|television,Science Fiction|Thriller|Action|Adventure,Lionsgate|Color Force,7.4
4.877927,100000000,The Wolf of Wall Street,Leonardo DiCaprio|Jonah Hill|Margot Robbie|Kyle Chandler|Rob Reiner,Martin Scorsese,corruption|sex|sexuality|bank|humor,Crime|Drama|Comedy,Paramount Pictures|Appian Way|EMJAG Productions|Red Granite Pictures|Sikelia Productions,7.9
4.705208,180000000,Pacific Rim,Idris Elba|Charlie Hunnam|Charlie Day|Ron Perlman|Burn Gorman,Guillermo del Toro,dystopia|giant robot|giant monster|apocalypse|imax,Action|Science Fiction|Adventure,Legendary Pictures|Warner Bros.|Disney Double Dare You (DDY)|Indochina Productions,6.7
4.405923,120000000,Oblivion,Tom Cruise|Morgan Freeman|Olga Kurylenko|Andrea Riseborough|Nikolaj Coster-Waldau,Joseph Kosinski,spacecraft|dystopia|space|drone|imax,Action|Science Fiction|Adventure|Mystery,Universal Pictures|Chernin Entertainment|Relativity Media|Monolith Pictures (III)|Radical Studios,6.3
4.310786,250000000,The Hobbit: The Desolation of Smaug,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,Peter Jackson,elves|dwarves|orcs|middle-earth (tolkien)|hobbits,Adventure|Fantasy,WingNut Films|New Line Cinema|Metro-Goldwyn-Mayer (MGM),7.6
3.97246,225000000,Man of Steel,Henry Cavill|Amy Adams|Michael Shannon|Diane Lane|Russell Crowe,Zack Snyder,saving the world|dc comics|superhero|based on comic book|superhuman,Action|Adventure|Fantasy|Science Fiction,Legendary Pictures|Warner Bros.|DC Entertainment|Syncopy|Cruel and Unusual Films,6.5
3.951582,23000000,Her,Joaquin Phoenix|Scarlett Johansson|Rooney Mara|Amy Adams|Olivia Wilde,Spike Jonze,artificial intelligence|computer|loneliness,Romance|Science Fiction|Drama,Annapurna Pictures,7.8
3.928789,76000000,Despicable Me 2,Steve Carell|Kristen Wiig|Benjamin Bratt|Miranda Cosgrove|Russell Brand,Pierre Coffin|Chris Renaud,secret agent|bakery|falling in love|father daughter relationship|duringcreditsstinger,Animation|Comedy|Family,Universal Pictures|Illumination Entertainment,7.0
3.877342,190000000,Star Trek Into Darkness,Chris Pine|Zachary Quinto|Zoe Saldana|Karl Urban|Simon Pegg,J.J. Abrams,spacecraft|friendship|sequel|futuristic|space,Action|Adventure|Science Fiction,Paramount Pictures|Skydance Productions|Bad Robot|Kurtzman/Orci,7.4
3.625529,20000000,12 Years a Slave,Chiwetel Ejiofor|Michael Fassbender|Lupita Nyong'o|Benedict Cumberbatch|Paul Dano,Steve McQueen,whip|slavery|plantation|night shift|kidnapping,Drama|History,Plan B Entertainment|Regency Enterprises|River Road Entertainment|Film4|New Regency Pictures,7.9
3.518275,38000000,Riddick,Vin Diesel|Karl Urban|Katee Sackhoff|Jordi MollÃ |Bokeem Woodbine,David Twohy,dystopia|revenge|alien|planet|imax,Science Fiction|Action|Thriller,One Race Productions|Radar Pictures|Riddick Canada Productions,6.2
3.472358,13000000,The Conjuring,Patrick Wilson|Vera Farmiga|Ron Livingston|Lili Taylor|Joey King,James Wan,sister sister relationship|exorcism|rhode island|based on true story|farmhouse,Horror|Thriller,New Line Cinema|The Safran Company|Evergreen Media Group,7.4
3.200427,105000000,The Great Gatsby,Leonardo DiCaprio|Tobey Maguire|Carey Mulligan|Joel Edgerton|Elizabeth Debicki,Baz Luhrmann,based on novel|infidelity|obsession|hope|3d,Drama|Romance,Village Roadshow Pictures|Bazmark Films|Warner Bros.|A&E Television Networks|Red Wagon Entertainment,7.2
3.006256,0,Nymphomaniac: Vol. II,Charlotte Gainsbourg|Stellan SkarsgÃ¥rd|Shia LaBeouf|Willem Dafoe|Stacy Martin,Lars von Trier,sex|bondage|whip|nudity|masochism,Drama|Mystery,Zentropa Entertainments,6.6
2.951594,115000000,Elysium,Matt Damon|Jodie Foster|Sharlto Copley|Alice Braga|Diego Luna,Neill Blomkamp,dystopia|space station|class conflict,Science Fiction|Action|Drama|Thriller,TriStar Pictures|Media Rights Capital|Sony Pictures Entertainment (SPE)|QED International|Alpha Core,6.5
2.815499,92000000,A Good Day to Die Hard,Bruce Willis|Jai Courtney|Sebastian Koch|Mary Elizabeth Winstead|Yuliya Snigir,John Moore,bomb|cia|russia|escape|courthouse,Action|Thriller,Ingenious Media|Twentieth Century Fox Film Corporation|Dune Entertainment|Mid Atlantic Films|Big Screen Productions,5.2
2.811403,3000000,The Purge,Lena Headey|Ethan Hawke|Max Burkholder|Adelaide Kane|Rhys Wakefield,James DeMonaco,dystopia|barricade|home invasion|constitutional convention|legalized murder,Science Fiction|Horror|Thriller,Universal Pictures|Why Not Productions|Platinum Dunes|Blumhouse Productions|20th Century Fox Russia,5.8
2.643496,200000000,Monsters University,Billy Crystal|John Goodman|Steve Buscemi|Helen Mirren|Joel Murray,Dan Scanlon,monster|dormitory|games|prequel|animation,Animation|Family,Walt Disney Pictures|Pixar Animation Studios,7.0
2.604638,200000000,World War Z,Brad Pitt|Mireille Enos|Abigail Hargrove|Sterling Jerins|James Badge Dale,Marc Forster,dystopia|apocalypse|zombies|nuclear weapons|flesh eating zombies,Action|Drama|Horror|Science Fiction|Thriller,Paramount Pictures|GK Films|Skydance Productions|Hemisphere Media Capital|Apparatus Productions,6.7
2.497001,90000000,The Secret Life of Walter Mitty,Ben Stiller|Kristen Wiig|Patton Oswalt|Shirley MacLaine|Adam Scott,Ben Stiller,photographer|magazine|iceland|daydream|photograph,Adventure|Comedy|Drama|Fantasy,New Line Cinema|Ingenious Media|Twentieth Century Fox Film Corporation|Samuel Goldwyn Films|Big Screen Productions,7.0
2.476989,110000000,Ender's Game,Asa Butterfield|Harrison Ford|Hailee Steinfeld|Abigail Breslin|Ben Kingsley,Gavin Hood,based on novel|intolerance|chosen one|child prodigy|futuristic,Science Fiction|Action|Adventure,Summit Entertainment|Chartoff Productions|Odd Lot Entertainment|K/O Paper Products|Digital Domain,6.6
2.443357,37000000,We're the Millers,Jason Sudeikis|Jennifer Aniston|Will Poulter|Emma Roberts|Ed Helms,Rawson Marshall Thurber,mexico|police|gang|drug smuggling|drug,Comedy|Crime,New Line Cinema|BenderSpink|Heyday Films|Newman/Tooley Films|Vincent Newman Entertainment,6.9
2.196946,61000000,2 Guns,Denzel Washington|Mark Wahlberg|Paula Patton|Bill Paxton|Fred Ward,Baltasar KormÃ¡kur,undercover|undercover agent|based on comic book|number in title|money,Action|Crime|Drama|Comedy|Thriller,Universal Studios|Marc Platt Productions|Emmett/Furla Films|Envision Entertainment Corporation,6.6
2.195536,0,About Time,Rachel McAdams|Bill Nighy|Domhnall Gleeson|Tom Hollander|Margot Robbie,Richard Curtis,london|father-son relationship|time travel,Comedy|Drama|Science Fiction,Working Title Films|Translux,7.7
2.119986,38000000,Rush,Daniel BrÃ¼hl|Chris Hemsworth|Olivia Wilde|Alexandra Maria Lara|Natalie Dormer,Ron Howard,world champion|sport|racing car|formula 1|automobile racing,Drama|Action,Revolution Films|Working Title Films|Cross Creek Pictures|Exclusive Media Group|Double Negative,7.7
2.109247,130000000,G.I. Joe: Retaliation,Dwayne Johnson|D.J. Cotrona|Adrianne Palicki|Bruce Willis|Ray Park,Jon M. Chu,terror|assassin|secret|technology|missile,Adventure|Action|Science Fiction|Thriller,Paramount Pictures|Di Bonaventura Pictures|Hasbro|Skydance Productions|Metro-Goldwyn-Mayer (MGM),5.4
2.070019,11000000,Inside Llewyn Davis,Oscar Isaac|Carey Mulligan|Justin Timberlake|Jerry Grayson|Robin Bartlett,Joel Coen|Ethan Coen,folk music|performance|aspiring singer|new york city|recording,Drama|Music,StudioCanal|CBS Films|Anton Capital Entertainment (ACE),7.1
2.063266,70000000,Olympus Has Fallen,Gerard Butler|Aaron Eckhart|Angela Bassett|Morgan Freeman|Radha Mitchell,Antoine Fuqua,white house|secret service|terrorist attack,Action|Thriller,Nu Image Films|Millennium Films,6.2
2.032753,90000000,Percy Jackson: Sea of Monsters,Logan Lerman|Alexandra Daddario|Douglas Smith|Leven Rambin|Brandon T. Jackson,Thor Freudenthal,hermes|poseidon|demigod|golden fleece|olympus,Adventure|Family|Fantasy,1492 Pictures|Dune Entertainment|Fox 2000 Pictures|Sunswept Entertainment|Dune Entertainment III,5.9
2.032167,46000000,Prisoners,Hugh Jackman|Jake Gyllenhaal|Paul Dano|Maria Bello|Melissa Leo,Denis Villeneuve,pennsylvania|maze|vigilante|kidnapping|rural setting,Drama|Thriller|Crime,Alcon Entertainment|Madhouse Entertainment|8:38 Productions,7.8
2.025335,20000000,The World's End,Simon Pegg|Nick Frost|Martin Freeman|Eddie Marsan|Paddy Considine,Edgar Wright,end of the world|apocalypse|trilogy|homage,Comedy|Action|Science Fiction,Universal Pictures|Big Talk Productions|Focus Features|Working Title Films,6.6
2.024873,40000000,American Hustle,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence,David O. Russell,con artist|mobster|written by director,Drama|Crime,Columbia Pictures|Atlas Entertainment|Annapurna Pictures,6.8
1.999054,35000000,Warm Bodies,Nicholas Hoult|Teresa Palmer|Analeigh Tipton|Rob Corddry|Dave Franco,Jonathan Levine,post-apocalyptic|dystopia|zombies|zombie apocalypse|interspecies romance,Horror|Comedy|Romance,Summit Entertainment,6.4
1.932704,6000000,Don Jon,Joseph Gordon-Levitt|Scarlett Johansson|Julianne Moore|Tony Danza|Glenne Headly,Joseph Gordon-Levitt,pornography|sex|sex addiction|male female relationship|internet porn,Comedy|Drama,Voltage Pictures|Ram Bergman Productions|HitRecord Films,5.9
1.92107,50000000,Hansel & Gretel: Witch Hunters,Jeremy Renner|Gemma Arterton|Famke Janssen|Pihla Viitala|Derek Mears,Tommy Wirkola,witch|black magic|steampunk|good vs evil|troll,Fantasy|Horror|Action,Paramount Pictures|Studio Babelsberg|MTV Films|Gary Sanchez Productions|Metro-Goldwyn-Mayer (MGM),5.7
1.91745,175000000,47 Ronin,Keanu Reeves|Hiroyuki Sanada|Kou Shibasaki|Tadanobu Asano|Min Tanaka,Carl Rinsch,japan|samurai|number in title|samurai sword|3d,Action|Adventure|Fantasy,Mid Atlantic Films|Stuber Productions|Universal|Moving Picture Company (MPC)|H2F Entertainment,5.8
1.905773,3500000,"Batman: The Dark Knight Returns, Part 2",Peter Weller|Ariel Winter|David Selby|Michael Emerson|Mark Valley,Jay Oliva,future|joker|robin|based on graphic novel|dystopic future,Animation|Action,DC Comics|Warner Bros. Animation|Warner Premiere|DC Entertainment,7.8
1.875017,60000000,The Mortal Instruments: City of Bones,Lily Collins|Jamie Campbell Bower|Kevin Zegers|Jemima West|Robert Sheehan,Harald Zwart,angel|vampire|werewolf|warlock|downworlder,Action|Adventure|Drama|Mystery|Romance,Constantin Film Produktion|Don Carmody Productions|Unique Features|Mr. Smith Productions,6.2
1.874575,100000000,Epic,Josh Hutcherson|Amanda Seyfried|Colin Farrell|Jason Sudeikis|Aziz Ansari,Chris Wedge,fantasy|miniature people,Animation|Adventure|Family|Fantasy,Blue Sky Studios|Twentieth Century Fox Animation,6.4
1.821423,40000000,Lone Survivor,Mark Wahlberg|Taylor Kitsch|Emile Hirsch|Ben Foster|Yousuf Azami,Peter Berg,war|survival|navy seal|military|dangerous mission,Action|Drama|Thriller|War,Universal Pictures|Weed Road Pictures|Herrick Entertainment|Leverage Management|Closest to the Hole Productions,7.4
1.800356,0,Nymphomaniac: Vol. I,Charlotte Gainsbourg|Stellan SkarsgÃ¥rd|Stacy Martin|Shia LaBeouf|Christian Slater,Lars von Trier,sex|fly fishing|virgin|nudity|uniform,Drama,Zentropa Entertainments|Les Films du Losange|Concorde Filmverleih|Caviar Films|Slot Machine,6.7
1.765514,5000000,Dallas Buyers Club,Matthew McConaughey|Jennifer Garner|Jared Leto|Denis O'Hare|Steve Zahn,Jean-Marc VallÃ©e,women|aids|biography|based on true story|hiv,Drama|History,Universal Studios|Universal Pictures|Voltage Pictures|Truth Entertainment,7.8
1.689869,130000000,R.I.P.D.,Jeff Bridges|Ryan Reynolds|Kevin Bacon|Stephanie Szostak|Mary-Louise Parker,Robert Schwentke,gold|police operation|partner|revenge|undead,Fantasy|Action|Comedy|Crime,Universal Pictures|Original Film|Dark Horse Entertainment,5.3
1.675461,84000000,RED 2,Bruce Willis|Catherine Zeta-Jones|Anthony Hopkins|Helen Mirren|John Malkovich,Dean Parisot,paris|london|cia|russia|mi6,Action|Comedy|Crime|Thriller,DC Comics|Di Bonaventura Pictures|Summit Entertainment|DC Entertainment,6.3
1.653164,50000000,Planes,Dane Cook|Carlos Alazraqui|Val Kilmer|Julia Louis-Dreyfus|Brad Garrett,Klay Hall,crop duster|fighter jet|animation,Animation|Family|Adventure|Comedy,Walt Disney Pictures|Walt Disney Animation Studios,5.7
1.626627,5000000,Spring Breakers,James Franco|Selena Gomez|Vanessa Hudgens|Ashley Benson|Rachel Korine,Harmony Korine,female nudity|sex|florida|drug dealer|nudity,Drama|Crime,RabbitBandini Productions|Division Films|Pop Films|Radar Pictures|Muse Productions,5.0
1.624323,0,The English Teacher,Julianne Moore|Michael Angarano|Greg Kinnear|Lily Collins|Fiona Shaw,Craig Zisk,pennsylvania|high school|teacher student relationship|high school teacher|older woman younger man relationship,Comedy|Drama,Artina Films|Procinvest Sas|Mirabelle Pictures Productions,5.6
1.559076,13000000,The Call,Halle Berry|Abigail Breslin|Morris Chestnut|Michael Imperioli|Ella Rae Peck,Brad Anderson,underground|gas station|murder|suspense|kidnapping,Thriller,TriStar Pictures|WWE Studios|Troika Pictures|Emergency Films|Apotheosis Media Group,6.6
1.526466,17000000,Evil Dead,Jane Levy|Jessica Lucas|Shiloh Fernandez|Lou Taylor Pucci|Elizabeth Blackmore,Fede Alvarez,demon|necronomicon|duringcreditsstinger,Horror,TriStar Pictures|Ghost House Pictures|FilmDistrict,6.3
1.496605,28000000,Last Vegas,Robert De Niro|Morgan Freeman|Michael Douglas|Kevin Kline|Mary Steenburgen,Jon Turteltaub,casino|marriage proposal|funeral|stag night|las vegas nevada,Comedy,Laurence Mark Productions|CBS Films|Outlaw Sinema|Good Universe|Gidden Media,6.4
1.483329,30000000,The Family,Robert De Niro|Michelle Pfeiffer|Dianna Agron|John D'Leo|Tommy Lee Jones,Luc Besson,france|witness protection|mafia|mafia family,Crime|Comedy|Action,Canal Plus|TF1 Films Production|Grive Productions|EuropaCorp|Relativity Media,6.1
1.473406,5000000,Insidious: Chapter 2,Patrick Wilson|Rose Byrne|Ty Simpkins|Lin Shaye|Barbara Hershey,James Wan,haunted house|possession|demon|family|ghost,Horror|Thriller,Sony Pictures|FilmDistrict,6.5
1.470189,0,The Book Thief,Roger Allam|Sophie NÃ©lisse|Heike Makatsch|Gotthard Lange|Rainer Reiners,Brian Percival,world war ii|book|nazi germany|jewish,Drama,Studio Babelsberg|Fox 2000 Pictures|Sunswept Entertainment,7.3
1.454579,15000000,The Place Beyond the Pines,Ryan Gosling|Bradley Cooper|Eva Mendes|Dane DeHaan|Emory Cohen,Derek Cianfrance,father-son relationship|carnival|motorcycle|bank robbery,Drama|Crime,Sidney Kimmel Entertainment|Electric City Entertainment|Verisimilitude,6.7
1.447973,80000000,Grown Ups 2,Adam Sandler|Kevin James|Chris Rock|David Spade|Salma Hayek,Dennis Dugan,,Comedy,Columbia Pictures|Happy Madison Productions|Sony Pictures Entertainment (SPE),5.9
1.439458,103000000,The Hangover Part III,Bradley Cooper|Ed Helms|Zach Galifianakis|Justin Bartha|Ken Jeong,Todd Phillips,sequel|hangover,Comedy,Legendary Pictures|Green Hat Films,6.0
1.432796,135000000,The Croods,Nicolas Cage|Emma Stone|Ryan Reynolds|Catherine Keener|Cloris Leachman,Kirk De Micco|Chris Sanders,stone age|daughter|father|prehistoric|ancient world,Adventure|Animation|Comedy|Family|Fantasy,DreamWorks Animation,6.8
